id,label,split,text
40,1,train,"this is a great film ! ! ! I first saw this film when it came out . I just recently saw this film again and it still holds up to my memory of it . A lot of films we watched when we were younger do n't seem to hold up when we watch them later in life . The film is actually a great 80 's example of the type of films made then . Keaton is at his best , all the actors actually did a very good job and Ron Howard was very good at letting the story push the movie along instead forcing it . The pace of the film is fast with few slow spots and seeing the cars from the 80 's is too funny . Being from the 80 's I loved seeing the ugly pacer again . The film is a great film for any comedy lovers and 80 's film lovers ."
41,1,train,"I liked this movie very much because it is a true story set in the Amazon , a part of the world that always has intrigued me . I believe a condensed form of the book was published in `` Reader 's Digest '' soon after the actual event occurred . Because I am a `` baby boomer , '' the character and the actress are my contemporaries , and for this reason I related to the film . I also believe the movie is valuable for teaching survival skills if the viewer observes the character 's following the streams that lead to the river and to the coastal settlements where she can get help , as well as other survival techniques . Most important was her will to survive and to maintain a positive attitude . In conclusion , I hope viewers learn something from it , in addition seeing it for entertainment . I do wish the movie would be released in VHS and DVD soon as I should like to add it to my video collection . It also should be shown more often on the satellite movie channels ."
42,1,train,"This film has to be viewed in the right frame of mind . First , the central father-son relationship makes it pretty clear that the film was intended as a prequel to his Wong Fei Hung film `` Drunken Master '' ( ideas from this film recur in `` Drunken Master II ) , and not `` Young Master '' ; that Chan backed away from this plan and renamed the characters indicates that he himself was not convinced the material was coming together properly ; and , indeed , the film conveys a sense of being incomplete ; for instance , the romantic relationship around which half the plot turns is left utterly hanging at the end of the film . `` Young Master '' , from the same period , also feels underdone , but at least all its central threads are tied together at the end . This film feels as though Chan wrestled with the plot and characters trying to find his central theme , only to abandon the effort , possibly due to time and budget . Or perhaps the film is simply over-ambitious . This is an important turning point film in Chan 's career , because he commits himself to development of the central character above all other concerns - which is why there 's such a lack of kung fu throughout the film . Chan wants to make an historical romantic comedy that just happens to have kung fu in it . But both the historical element and the romantic element come across as little more than plot-twists . That leaves us with the comedy . Since Chan 's concern is character-development , the comedy is largely character driven - as in the conflict between Chan 's character and his best friend , an argument over a girl . But there 's plenty of slapstick as well . Frankly , I find the comedy amusing enough to forgive the incompleteness of the plot . This film represents an effort on Chan 's part to find a viable formula that he can use and develop over time . It does n't quite work , and Chan would only find that formula after abandoning the historical elements of his earlier films , with the making of the contemporary action comedy `` Police Story '' . But going back to view this film is still very informative as to how Chan worked his way through the historical genre , and perhaps why he abandoned it ."
43,1,train,"THE MAN IN THE MOON is a warm and moving coming of age drama centering around a farming family in the 1950 's . The main story follows a 14-year old girl ( Reese Witherspoon ) who develops a crush on a 17-year old neighbor ( Jason London ) who ends up falling for her older sister ( Emily Warfield ) and how an unexpected tragedy alters this family 's dynamics forever . The 1950 's are lovingly evoked here and the screenplay gives you characters you come to care about almost immediately . Witherspoon already begins to show the Oscar-winning talent she would develop in this early role and London makes a charming leading man . Warfield lends a quiet maturity to the role of the older sister that is effective as well . Kudos to Sam Waterston and Tess Harper who play the girls ' parents and Gail Strickland , who plays London 's mom . I was unexpectedly moved by this quiet and affecting drama that stirs up strong emotions and gives deeper meaning to the phrase `` family ties . ''"
44,1,train,"There are no people like `` Show People '' Marion Davies ( as Peggy Pepper ) and William Haines ( as Billy Boone ) . My introduction to Ms. Davies was a `` clip '' from this film ; the delightfully spoofy one in which she lowers a scarf to reveal different emotions . My introduction to Mr. Haines was in viewing this film , presently ; though , it 's possible I 've seen him in a less memorable role . Haines makes an incredible impression , when he joins Davies for a commissary meal - tossing his hat into the ring with some wonderful bits at the dining table . Indeed , Haines and Davies deliver great comic performances . The story starts off with Dell Henderson ( Colonel Pepper ) driving daughter Davies into Hollywood , certain she will become Tinseltown 's newest sensation . Indeed , Davies and the already arrived Haines become comedy stars . But , Davies yearns to become a true drama queen . Davies leaves Haines , and partners up with the dashingly dramatic Paul Ralli . But , audiences prefer Davies in more comic roles ; perhaps director King Vidor is offering up a case for art imitating life ? Full of great Hollywood location footage , both on the set , and off . Full of great `` cameos '' ; at a studio lunch , at the stars ' table , Davies sits between Douglas Fairbanks and William S. Hart . The best `` bit '' player , however , is Charlie Chaplin , who has enough nerve to ask Davies for her autograph ! While the cameos are fun , they , and the episodic sequences , do help `` Show People '' become less of an important film , and more of an important historical document . ******** Show People ( 11/11/28 ) King Vidor ~ Marion Davies , William Haines , Dell Henderson"
45,1,train,"This early film has its flaws -- a predictable plot and some overlong scenes of dubious relevance -- but it already clearly demonstrates Hitchcock 's mastery of editing and the use of powerful images . It 's also among the most expressionist of his films stylistically ; note , for examples , the weird distortions he uses during the party sequence and the frequent echoes of both title and plot in the imagery . Its core , though , remains the final match , which is still among the more exciting examples of cinematic boxing . Even though you know that the hero has to win , it becomes quite believable that he will lose , and the movement of his wife from the champion 's corner to his , motivating the final plot pay-off , is very well entwined with the progress of the match . The inserts of the stopwatch do exactly what they should ; you can almost hear the ticking ( even though this is a silent film , the visuals often have a surprisingly auditory feel to them ) . The pacing becomes astonishingly rapid , and the viewer gets sucked into the excitement and brutality of both the match and the sexual jealousy which underlies it . The only DVD release with which I am familiar is that of Laserlight , a public domain company . As with each Hitchcock silent they 've released , they 've attached various musical selections , mostly orchestral , to the action . The sound editing is frequently sloppy , and the sound quality varies widely , but some genuine care seems to have gone into most of the actual choices , and the music accompanying the final match works extremely well ; it is unlikely that this sequence will ever be better accompanied than it is here . This is a much more impressive film than its present obscurity would suggest . It deserves an honorable place in both the Hitchcock canon and the slender list of worthwhile boxing films ."
46,1,train,"I had never heard of this film before a couple of weeks ago , but its concept interested me when I heard it : an American man meets a European woman on his last night in Europe and they spend the night together talking . It sparked my interest , but I never expected it to be this great . Before Sunrise is a masterpiece , and it 's also one of the most romantic films on record . To my surprise , it completely lacked the cynicism of the 1990s . It 's impossible to really talk too much about it , since there is no real plot , so to speak ( although there are plenty of thoroughly interesting things you could talk about ; it is sort of like My Dinner With Andre , where there is a conversation , but it 's not JUST the conversation that matters ) , but let me just say , see it . SEE IT !"
47,1,train,"When I saw this film in the 1950s , I wanted to be a scientist too . There was something magical and useful in Science . I took a girl - friend along to see it a second time . I do n't think she was as impressed as I was ! This film was comical yet serious , at a time when synthetic fibres were rather new . Lessons from this film could be applied to issues relating to GM experimentation of today ."
48,1,train,"Famous movies are subject to Freudian analysis : Possessed , The Matrix , The Birds , Psycho , Vertigo , Duck Soup , Monkey Business , The Exorcist , The Testament of Dr Mabuse , Alien , Alien Resurrection , The Great Dictator , City Lights , The Tramp , Alice in Wonderland , The Wizard of Oz , Dr Strangelove , The Red Shoes , Fight Club , Dead of Night , The Conversation , Blue Velvet , Solaris , Stalker , Mulholland Drive , Lost Highway , Persona , In The Cut , Eyes Wide Shut , The Piano Teacher , Three Colours : Blue , Dogville , Frankenstein , The Ten Commandments , Saboteur , Rear Window , To Catch a Thief , North by Northwest , Star Wars , Dune , Kubanskie Kazaki , Ivan The Terrible , Pluto 's Judgment Day ( Walt Disney ) , Wild at Heart . You may wonder how the Marx Brothers come into play . According To Slavoj Zizek , the host and analyst of this intellectually tickling tour de force , Groucho is the superego , Chico the ego , and Harpo the id . Scenes from the above listed films are used to illustrate concepts : the role of fantasy in shaping reality and vice-versa , the father figure , male and female libido , death drive , etc . Here are some of Slavoj utterances ( most as paraphrases ) : `` desire is a wound on reality '' , `` fantasy realized is a nightmare '' , `` music is the opium of the people '' ( borrowing from K. Marx ) , `` of all human emotions , anxiety is the only one that is not deceiving '' . The whole is bracketed by an intro that declares `` you do n't look for your desires in movies , instead cinema tells you what you should desire '' and concludes with the cineaste view that `` cinema is needed today so that we can understand our current reality '' -- I say , as long as censorship does n't derail it . The three part subdivision is merely mechanical , possibly with TV screening in mind . For the theater goer it is irrelevant ."
49,1,train,"`` I moved out here to get away from this kind of thing ! '' The small town sheriff laments . `` This happens a lot in Chicago ? '' His deputy asks . Well , no , not really . The plot is that a group of Martians mistake a Halloween Rebroadcast of Orson Welles ' War of the Worlds as an account of a real Martian invasion , and conclude they need to get in on the action ! What follows are a bunch of mishaps involving the Martian 's haphazard attempts to conquer the town of `` Big Bean , IL '' . Everyone concludes they are kids in really good costumes , except for the Sheriff 's daughter and her friend , a kid in a duck suit . The Martians themselves are comical , and you get the impression they are no threat to anyone but themselves pretty early on . It 's a fun family movie ."
50,1,train,"This flick is sterling example of the state of erotic B-movies : bad porn movies without the hardcore sex . The plot in this one is n't so bad as these things go ; it involves a female lawyer trying to prove her lover is innocent of killing his wife . The rest of the movie , however , leaves something to be desired . Bad acting , bad direction , bad looking woman , bad sets , bad cinematography , bad sound and bad sex scenes . The filmmakers should learn the difference between raunchy and erotic . They do n't even have the common sense to have Gabriella Hall naked or in a love scene . How dumb is that ?"
51,1,train,"After all , you do not go to an Orson Welles movie to see a nice simple little plot and a burnishing of the image of a happy-ever-after star You go to see theatrically heightened characters locked in conflict against colorful and unusual settings , lighted and scored imaginatively , photographed bravely , and the whole thing peppered with unexpected details of surprise that a wiser and duller director would either avoid or not think of in the first place As usual , as well as directing , Welles wrote the script and he also played the hero  a young Irish seaman who had knocked about the world and seen its evil , but still retained his clear-eyed trust in the goodness of others Unfortunately for him , he reposed this trust in Rita Hayworth , whose cool good looks concealed a gloomy past and murderous inclinations for the future She was married without love , to an impotent , crippled advocate , acted like a malevolent lizard by the brilliant Everett Sloane There is a youthful romanticism underlying it all , and this quality came into exuberant play in `` The Lady from Shanghai . '' Before the inevitable happened , Welles escaped  to a final triangular showdown in a hall of mirrors , which has become one of the classic scenes of the post-war cinema Welles did not miss a chance throughout the whole film to counterpoint the words and actions with visual detail which enriched the texture and heightened the atmosphere His camera seemed almost to caress Rita Hayworth as the sun played with her hair and her long limbs while she playfully teased the young seaman into her web"
52,1,train,"The concept of having Laurel & Hardy this time in the role of chimney sweepers works out surprisingly hilarious . It guarantees some funny situations and silly antics , from especially Stan Laurel of course as usual . The movie also has a subplot with a nutty professor who is working on a rejuvenation formula . It does n't really sound like a logical mix of story lines and incoherent but both plot lines blend in perfectly toward the memorable ending . It 's still a bit weird but its funny nevertheless , so it works for the movie . The supporting cast of the movie is surprising good . Sam Adams is great as the stereotypical butler and Lucien Littlefield goes deliciously over-the-top as the nutty professor . The movie is filled with some excellent timed and hilarious constructed sequences , which are all quite predictable but become hilarious to watch nevertheless thanks to the way they are all executed . It all helps to make `` Dirty Work '' to be one of the better Laurel & Hardy shorts . 8/10"
53,1,train,"Like `` My Sassy Girl '' , this movie is based on a true story posted from the internet , but that 's where the similarities end . The story is generally about this rebellious guy named Ji-Hoon ( Kwon Sang Woo ) who is still trying to finish high school , whose parents hire a tutor named Su-Wan ( Kim Ha Neul ) , a woman who comes from a poor background , but happens to be the same age as him . Add to that some obstacles , martial arts ( thugs are always after Ji-Hoon for revenge ) , a scorned , thuggish love-sick girl who is after him , his proclivity for ditching the lessons , and you generally can guess the whole story . Did I mention it 's a romantic comedy ? This movie has some good fight scenes , great visual humor and a lot of spunk , thanks to the good chemistry between Kim Ha Nuel and Kwon Sang Woo , that bring a lot of energy to the story . The romantic elements also work because of that reason . And , I must say , I 'd want a girlfriend more like Kim Ha Nuel than that girl from `` My Sassy Girl '' ( personality-wise , at least ) . She has some spunk , but it 's more on the cute , sweet , good-hearted way . Characters are already mostly likable ( so one might say it had less of a hill to climb than `` My Sassy Girl '' -- an obstacle that worked for that movie to its credit ) , and the movie is quite clever and interesting most of the way . The story kind of sags , though , about 2/3 of the way ( where it sort of treads on familiar , standard fare , where nothing really interesting happens ) , but near the end , it picks up a bit again . Overall , a fun , cute movie . 8/10"
54,1,train,"This movie is the first of the six infamous Guinea Pig Movies and is one of the best . At the same time , it looks realistic and unrealistic , just knowing that the movie is fake . The story is about a woman who got captured and is tortured in a lot of different ways . A man in the beginning of the story receives a letter without a return address , and it includes a manga video , showing the torture . The men who capture her are testing the limits of a human before they die . Some scenes are shocking , such as the eyeball scene and others are not shocking like the girl being punched 100 times , because you see punches in nearly every movie . This movie has a lot of gore so I would recommend this to people 17 or older . 9/10"
55,1,train,"first , someone mentioned here that because this was released in `` limited '' quantity it means that it SHOULD be bad ... that is exactly what the `` big five '' Hollywood studios would like everyone to think so they can `` pass '' or `` ignore '' features that are not desirable , without loosing face or imagine by censoring them directly . to the point , this production has been released `` limited '' because is considered `` unpatriotic '' by certain individuals . now i absolutely loved this feature ; i find it way better then `` Charlie Wilson 's War '' even if it is a `` fictional '' account of something that `` never '' happens but is always so OBVIOUS.this goes to anyone and everyone interested or affected by present American foreign policies , `` home '' or `` aboard '' . the `` turakistan '' country and `` the emerald city '' are definitely trying to resemble Iraq and Baghdad just as much as the corporation `` Tamerlane '' goes for `` haliburton '' ( with the vice- president Dan Aykroyd playing Dick Cheney , LOL ) .there are quiet a moments actually where the movie is DEAD SERIOUS , not even sarcastic anymore ( main example would be as how John Cusack character deals with his depression , but not only ) . i found that ALL the characters can be related to something/someone or specific stereotypes . now word of advise ; if YOU are not politically active , especially towards the aspects of `` globalization '' , you will likely not enjoy this feature much since most of its content and inside `` jokes '' are targeting certain `` personalities '' that are not `` visibile '' to the general public on daily bases ... ( main exception would be Hilary Duff that plays the well known materialistic pop star , need i say name ( S ) ? ) . at its CORE the feature is an anti-globalization gig , period . the message is unmistakeably delivered with comic vengeance . Joan has a line at one point that goes like this : `` and here we have a book written by you know who , about how i conquered the world and resolved the issues with my dad '' .PRICELESS ) ) ) the sister and brother Cusacks play good together as always , same as in `` Grosse PointeBlank '' i would say a bit more `` mature '' .Marisa Tomeihere does not show her butt and breasts to `` impress '' us ( like she did recently in `` Before the Devil Knows You 're Dead '' ) , but instead she has a very serious role , and manages to pull it off quiet well . many critics do n't get it ( can not do so , or do not want to ) . this IS NOT a `` regular '' movie but more of a comic documentary . this feature stands to deliver a message and NOT to get Oscars , or have `` visuals '' sort of getting the viewer into buying the latest `` HDTV experience '' TV sets ... i have noticed even in my local papers that this movie gets bad re-views because is not `` artistic '' , while PRO Iraq war movies get good thumbs up for being `` balanced '' apparently and `` engaging '' .makes one wonders how much all the world mainstream media is concentrated in the hands of a bunch of guys ... i bet this feature will prove a hit overseas as much more then it will in north America . as i mentioned before , it is all a satire about American foreign policy and how it has been hijacked by `` special interests '' groups ... having the `` regular '' American soldier wearing the `` Tamerlane '' corporate logo on its combat dress is pretty insulting BUT EFFECTIVE in showing reality as it IS , or will be soon the way things go so far . some PRICELESS shots : upon `` liberation '' , the country gets invaded commercial advertisements ; a hilarious scene about how future journalists will likely gather `` news '' ( `` anything is got to be better then this x-box bullocks '' ) ) ) ; soldiers dealing with their `` frustration '' ; overall , i do not recommend this to `` conservatives '' or `` hard core '' patriots of some kind or another.this feature is not made to reach to the `` minds of souls '' of the people ( as mainstream propaganda and commercial interests always try to do so ) .instead it contains a message well defined for realists , and towards some ideological goals apparently `` always '' short of realizing ."
56,1,train,"If you only read a synopsis of the plot , this movie would sound like quite a typical one of the 1930 's . The story would seem quite contrived , the subject matter maudlin . The strength and beauty of this film is in the direct , earthy performances of the cast.I have seldom seen Jean Harlow display such a range of feeling , rich and subtle nuances float over her face . If you watch their faces during the wedding ceremony in the chapel , there is such an obvious depth of feeling between the principal characters . The raw emotions are so sincerely portrayed , so true . The final sequence is almost unbearably poignant : when Clark Gable looks down with such joy and surprise at his son , lifts him up and proudly says , `` My kid ! `` , I could n't help remember that Mr. Gable 's own son was born to him posthumously . This is one of the finest examples of Depression era cinema ."
57,1,train,"Christopher Lloyd is funny and really believable as `` Al the head angel '' . This movie is much better than the first , but it has great special effects that the first did not have as well as a much better plot and writing . OK - it was written for kids , but adults have as much fun as the kids do . Tony Danza does a very realistic job in his role - but this is NOT a Taxi reunion . Danny Glover is actually good and even seems to be very human in his emotions as well as showing some real acting talent for a change , a pleasant change . Watch at least once - it is worth the effort to catch it ."
58,1,val,"Hey now , I ca n't claim to have seen all of the films of Jesse ( Jesus ) Franco , and there sure seem to be a lot of them , but this is one of the better ( and weirder ) of the lot that I have seen . I 'd say most likely he was in his prime back in the late sixties/early seventies and anything lately has been a bit TOO strange for me , and it takes a lot for me to declare that . Anyway , this is like one big bad dream where parts of it seem to come true at various points . This woman is an actress or something , performs in some theater in Berlin where acts of `` fake '' torture are performed for an appreciative audience ( ? ! ) and she seems to have this problem with dreaming . The catch to what 's real and what 's not in this movie is apparently the real stuff is in sharp focus and the dream stuff is n't . She seems to exist in a state of deja vu . I wo n't say this makes a whole lot of sense but it is pretty wild and weird and entertaining . Shots of Berlin make it seem like a lonely and creepy place , so that adds to the atmosphere . The ending is extremely abrupt though , the film just ends and the tape went black , I guess no need to let you know it was over at that point . My copy was from the Anchor Bay Euro-Trash collection , and I say , give me more Euro-Trash , I ca n't get enough of that crap . But it 's GOOD crap ."
59,1,train,"Trawling through the Sci Fi weeklies section of the local Video Rentals store I was losing hope of finding any good movies I had n't yet seen . Renting Cypher was like a punt on a possibly very lame horse . My son is so jaded with current `` B '' Science Fiction that he has n't bothered seeing this yet . It must be noted I did n't see anything about Cypher when it was released in Australia . It must have been very quiet or I just missed it . Well this WAS a really pleasant surprise ! This is also no B movie . It 's not a `` blockbuster '' of the epic variety and does n't try to be - more a quiet movie that needs to be seen several times for it 's plot to be fully savoured . The special effects are powerfully presented when they are used - my only complaint is the super helo is a leetle obviously CGI at first view , but they get it right at it 's 2nd appearance , & that aside everything else is top notch . In any case the affects are secondary . I wo n't give anything away about the plot . The plot structure has a Russian Doll aspect a little reminiscent of Basic Instinct ( though with very different content ) . Just I will say that Choosing Jeremy Northam for the lead was a master stroke . The actor was born in Cambridge ENGLAND , and his accent for this film hits the ear as a sort of extremely forced New England dialect , it 's a tad off key . See the final twist of the plot and you 'll see why that is such a brilliant choice ! And Lucy Liu is also just right with her `` will she kiss me - will she shoot me '' edge . I rarely watch movies several times within days - this is one of them ."
60,1,val,"Here 's what I knew about `` Atlantis '' before watching it : * - It 's officially Disney 's first animated sci-fi adventure . I 'm not sure how accurate that is ( I like to nitpick ) but it made me curious first time I heard it described . * - The preview looked , for the most part , damn cool . Evidently , it was also `` too cryptic '' according to some critics after the fact . * - It apparently did SO badly that Disney said , `` Screw it , let 's re-release 'Spy Kids ' '' . So , with all that said , how is the movie ? Hella-cool . I 'm a sucker for animated fantasy that involves stirring music and rampant special effects anyway , but `` Atlantis '' goes all out . It 's a throwback to all the CGI eye-candy shots in `` Beauty and the Beast '' and `` Aladdin '' , so much so that it 's almost an effects animator 's Best-Of Show . The characters maybe are n't that memorable ( except , perhaps , for the ship 's medical officer ) , and the plot 's a little dull , but this is n't a movie you watch for the plot . Here 's a controversy that bothers me . The `` failure '' ( as in , it `` only '' took in , like , five-hundred-million or something ; I know animators who 'd kill to see fifteen bucks of that ) of this movie compared to the popularity of `` Shrek '' and `` Monsters Inc. '' has been seen as evidence of the death of traditional animation . I do n't think that 's true . How do you account for the `` South Park '' movie ? What about `` Final Fantasy '' ? Really , the story and the artistry is everything , not the method . I do n't know what Disney 's comeback movie will be like , but I do n't think they 're out of the picture yet ."
61,1,train,"This movie will tell you why Amitabh Bacchan is a one man industry . This movie will also tell you why Indian movie-goers are astute buyers . Amitabh was at the peak of his domination of Bollywood when his one-time godfather Prakash Mehra decided to use his image yet again . Prakash has the habit of picking themes and building stories out of it , adding liberal doses of Bollywood sensibilities and clichés to it . Zanzeer saw the making of Angry Young Man . Lawaris was about being a bastard and Namak Halal was about the master-servant loyalties . But then , the theme was limited to move the screenplay through the regulation three hours of song , dance and drama . What comprised of the movie is a caricature of a Haryanavi who goes to Mumbai and turns into a regulation hero . Amitabh 's vocal skills and diction saw this movie earn its big bucks , thanks to his flawless stock Haryanvi accent . To me , this alone is the biggest pull in the movie . The rest all is typical Bollywood screen writing . Amitabh , by now , had to have some typical comedy scenes in each of his movies . Thanks to Manmohan Desai . This movie had a good dose of them . The shoe caper in the party , the monologue over Vijay Merchant and Vijay Hazare 's considerations , The mosquito challenge in the boardroom and the usual drunkard scene that by now has become a standard Amitabh fare . Shashi Kapoor added an extra mile to the movie with his moody , finicky character ( Remember him asking Ranjeet to `` Shaaadaaaap '' after the poisoned cake incident '' ) . His was the all important role of the master while Amitabh was his loyal servant . But Prakash Mehra knew the Indian mind ... and so Shashi had to carry along his act with the rest of the movie . It was one character that could have been more developed to make a serious movie . But this is a caper , remember ? And as long as it stayed that way , the people came and saw Amitabh wearing a new hat and went back home happy . The end is always predictable , and the good guys get the gal and the bad ones go to the gaol , the age-old theme of loyalty is once again emphasized and all is well that ends well . So what is it that makes this movie a near classic ? Amitabh Bacchan as the Haryanvi . Prakash Mehra created yet another icon in the name of a story . Chuck the story , the characters and the plot . My marks are for Amitabh alone ."
62,1,train,"Obsession comes in many flavors , and exists for a variety of reasons ; for some it may be nothing more than a compulsive disorder , but for others it may be an avenue of survival . Lack of nurturing , combined with an inability to negotiate even the simplest necessities of daily life or the basic social requirements , may compel even a genius to enthusiastically embrace that which provides a personal comfort zone . And in extreme cases , the object of that satisfaction may become a manifested obsession , driving that individual on until what began as a means of survival becomes the very impetus of his undoing , and as we discover in ` The Luzhin Defence , ' directed by Marleen Gorris , a high level of intelligence will not insure a satisfactory resolution to the problem , and in fact , may actually exacerbate the situation . Obsession , it seems , has no prejudice or preference ; moreover , it gives no quarter . At an Italian resort in the 1920 's , Alexander Luzhin ( John Turturro ) is one of many who have gathered there for a chess tournament , the winner of which will be the World Champion . Luzhin is a Master of the game , but he is vulnerable in that chess has long since ceased to be a game to him ; rather , it is his obsession , that one thing discovered in childhood that saw him though his total ineptness in seemingly all areas of life , and enabled him to cope with the subtle disenfranchisements of his immediate family . So Luzhin is a genius with an Achilles heel , a flaw which perhaps only one other person knows about and understands , and furthermore realizes can be exploited for his own personal gain at this very tournament . That man is Valentinov ( Stuart Wilson ) , Luzhin 's former mentor , who after an absence of some years has suddenly reappeared and made himself known to Luzhin . Valentinov is an unwelcomed , disconcerting presence to Luzhin , and once again life threatens to overwhelm him . Not only is he about to face a formidable opponent in the tournament , Turati ( Fabio Sartor ) , against whom in a previous match he emerged with a draw after fourteen hours , but he is also attempting to resolve a new element in his life -- his feelings for a young woman he 's just met at the resort , Natalia ( Emily Watson ) . And , genius though he may be , dark clouds are gathering above him that just may push Luzhin even deeper into the obsession that has been the saving grace , as well the curse , of his entire life . To tell Luzhin 's story , Gorris effectively uses flashbacks to gradually reveal the elements of his childhood that very quickly led to his obsession with chess . And as his background is established , it affords the insights that allow the audience to more fully understand who Luzhin is and how he got to this point in his life . For the scenes of his childhood , Gorris textures them with an appropriately dark atmosphere and a subtle sense of foreboding that carries on into , and underlies , the present , more pastoral setting of the resort . The transitions through which she weaves the past together with the present are nicely handled , and with the pace Gorris sets it makes for a riveting , yet unrushed presentation that works extremely well . She also underplays the menace produced by the presence of Valentinov , concentrating on the drama rather than the suspense , which ultimately serves to heighten the overall impact of the film , making Luzhin 's tragedy all the more believable and unsettling . The single element that makes this film so memorable , however , is the affecting performance of John Turturro . For this film to work , Luzhin must be absolutely believable ; one false or feigned moment would be disastrous , as it would take the viewer out of the story immediately . It does n't happen , however , and the film does work , because the Luzhin Turturro creates is impeccably honest and true-to-life . He captures Luzhin 's genius , as well as his inadequacies , and presents his character in terms that are exceptionally telling and very real . It 's a performance equal to , if not surpassing , Geoffrey Rush 's portrayal of David Helfgott in ` Shine . ' And when you compare his work here with other characters he 's created , from Sid Lidz in ` Unstrung Heroes ' to Pete in ` O Brother Where Art Thou ? ' to Al Fountain in ` Box of Moonlight , ' you realize what an incredible range Turturro has as an actor , and what a remarkable artist he truly is . As Natalia , Emily Watson is excellent , as well , turning in a fairly reserved performance through which she develops and presents her character quite nicely . Though she has to be somewhat outgoing to relate to Luzhin , Watson manages to do it in an introspective way that is entirely effective . Most importantly , because of the detail she brings to her performance , it makes her accelerated relationship with Luzhin believable and lends total credibility to the story . You have but to look into Watson 's eyes to know that the feelings she 's conveying are real . It 's a terrific bit of work from a talented and gifted actor . The supporting cast includes Geraldine James ( Vera ) , Christopher Thompson ( Stassard ) , Peter Blythe ( Ilya ) , Orla Brady ( Anna ) , Mark Tandy ( Luzhin 's Father ) , Kelly Hunter ( Luzhin 's Mother ) , Alexander Hunting ( Young Luzhin ) and Luigi Petrucci ( Santucci ) . Well crafted and delivered , ` The Luzhin Defence ' is an emotionally involving film , presented with a restrained compassion that evokes a sense of sorrow and perhaps a reflection upon man 's inhumanity to man . We do n't need a movie , of course , to tell us that there is cruelty in the world ; but we are well served by the medium of the cinema when it reminds us of something we should never forget , inasmuch as we all have the ability to effect positive change , and to make a difference in the lives of those around us . I rate this one 9/10 ."
63,1,train,"This Movie was amazing , it is the kind of movie where you watch it and rather than look at other movies by actor you look at other movies by director/ writer . Sandler did a good job working a character outside of his comfort zone and the always good Cheadle did a great job too . This movie is great for a mature intelligent audience . The acting was fantastic and can only be surpassed by the Writing and directing of the film . This film focuses on the real Americans , the past generation , no stereotypes or Racism just people who have come together and realized the true meaning of life . This film is about loss and coping . Instead of picking on Psychiatry , it defines it , not as someone who heals you magically , but rather through the necessity of talking out your feeling to an impartial someone you can trust will not judge you , but rather will guide you though your thoughts . This movie is all round amazing !"
64,1,train,"This was a great movie that had a lot of under lying issues . It dealt with issues of rascism and class . But , it also had a message of knowing yourself and taking responsibility for yourself . This movie was very deep it gave the message of that you and only you can control your destiny . It also showed that knowing yourself and being comfortable with who you are is the only way you will ever fit into society . What others think of you is not important . I believe this movie did a wonderful job of showing it . The actors I think were able to convey each character wonderfully . I just thought it was amazing how deep this movie really was . At a just glancing look you would n't see how deep the movie is , but on further look you see the underlining meaning of the movie ."
